;bwnr;bauwerksname;ort;zn;x [m] UTM32;y [m] UTM32;Bez_Sachverhalt;Str_Kl;Str_Nr
19175;5342502-0;Brücke Bw 22 über den Lößnitzbach/Rahmenbrücke;LOESSNITZ;1,4;764170,0;5614387,0;*O:;B;169
19176;5342503-0;Brücke Bw 23 über den Lößnitzbach/Rahmenbrücke;LOESSNITZ;1,4;764193,0;5614482,0;*O:;B;169
19177;5342504-0;Brücke Bw 24 über den Affalter Dorfbach/Brücke über den Affalter Dorfbach;LOESSNITZ;1,1;764412,0;5615246,0;*O:;B;169
19178;5342505-0;Brücke über den Lößnitzbach;LOESSNITZ;2,4;764166,0;5615554,0;*O:;B;169
19179;5342506-0;Brücke über den Gablenzbach;GABLENZ;2,4;766064,0;5620393,0;*O:;B;169
19180;5342507-0;Brücke über die Flutöffnung;STOLLBERG;2,0;766154,0;5622711,0;*O:;B;169
19181;5342508-0;Brücke über den Gablenzbach;STOLLBERG;2,0;766163,0;5622846,0;*O:;B;169
19182;5342583-1;A72-S BW32/Richtungsfahrbahn Chemnitz-Hof;Neuwürschnitz;2,4;763626,0;5622651,0;*O:;A;72
19183;5342583-2;A72-S BW32/Richtungsfahrbahn Hof-Chemnitz;Neuwürschnitz;2,4;763632,0;5622654,0;*O:;A;72
19184;5342619-1;A72-S BW33/Richtungsfahrbahn Chemnitz - Hof;Neuwürschnitz;2,3;763293,0;5622493,0;*O:;A;72
19185;5342619-2;A72-S BW33/Richtungsfahrbahn Hof - Chemnitz;Neuwürschnitz;2,4;763293,0;5622493,0;*O:;A;72
19186;5342620-1;A72-S BW34/Richtungsfahrbahn Chemnitz - Hof;Neuwürschnitz;2,0;762831,0;5622279,0;*O:;A;72
19187;5342620-2;A72-S BW34/Richtungsfahrbahn Hof - Chemnitz;Neuwürschnitz;1,3;762831,0;5622279,0;*O:;A;72
19188;5342621-1;A72-S BW35/Richtungsfahrbahn Chemnitz - Hof;Neuwürschnitz;2,1;762666,0;5622205,0;*O:;A;72
19189;5342621-2;A72-S BW35/Richtungsfahrbahn Hof - Chemnitz;Neuwürschnitz;2,2;762666,0;5622205,0;*O:;A;72
19190;5342622-1;A72-S BW36/Richtungsfahrbahn Chemnitz-Hof;Neuwürschnitz;2,2;761888,0;5622053,0;*O:;A;72
19191;5342622-2;A72-S BW36/Richtungsfahrbahn Hof-Chemnitz;Neuwürschnitz;2,3;761880,0;5622053,0;*O:;A;72
19192;5342623-1;A72-S BW37, AS Hartenstein/Richtungsfahrbahn Chemnitz - Hof;Hartenstein;2,2;761226,0;5622073,0;*O:;A;72
19193;5342623-2;A72-S BW37, AS Hartenstein/Richtungsfahrbahn Hof - Chemnitz;Hartenstein;2,2;761229,0;5622053,0;*O:;A;72
19194;5342624-1;A72-S BW38/Richtungsfahrbahn Chemnitz - Hof;Zschocken;2,3;759273,0;5621883,0;*O:;A;72
19195;5342624-2;A72-S BW38/Richtungsfahrbahn Hof - Chemnitz;Zschocken;2,4;759266,0;5621883,0;*O:;A;72
19196;5342625-1;A72-S BW39/Richtungsfahrbahn Chemnitz - Hof;Zschocken;2,1;759076,0;5621855,0;*O:;A;72
19197;5342625-2;A72-S BW39/Richtungsfahrbahn Hof - Chemnitz;Zschocken;2,1;759076,0;5621855,0;*O:;A;72
19198;5342630-0;Brücke über das Gablenzbachtal;Stollberg;2,4;766340,0;5623002,0;*O:;B;180
19199;5342633-0;Brücke über das Querenbachtal und einen W.-weg;Stollberg;2,4;766691,0;5623021,0;*O:;B;180
19200;5343501-0;Hangbrücke bei Wiesa;bei Wiesa;3,5;782763,0;5613557,0;*O:;B;95
19201;5343502-0;Brücke über die Zschopau;Wiesa;3,5;782595,0;5613497,0;*O:;B;95
19202;5343503-0;Brücke über die Wilisch;EHRENFRIEDERDORF;2,9;780692,0;5618938,0;*O:;B;95
19203;5343504-0;Brücke über die Wilisch;EHRENFRIEDERSDORF;2,4;780267,0;5619748,0;*O:;B;95
19204;5343505-0;Brücke über den Jahnsbach;THUM;2,5;779207,0;5620548,0;*O:;B;95
19205;5343663-1;Behelfsbrücken über Bahnanlagen in Wiesa/rechte Brücke Hilfsbrücke 1 - RiFa Chemnitz;Wiesa;2,2;782874,0;5613576,0;*O:;B;95
19206;5343663-2;Behelfsbrücken über Bahnanlagen in Wiesa/linke Brücke Hilfsbrücke 2 - RiFa Annaberg-B.;Wiesa;2,3;782874,0;5613576,0;*O:;B;95
19207;5343672-0;Brücke über den Kreisverkehr (S 222);Ehrenfriedersdorf;2,2;780271,0;5616025,0;*O:;B;95
19208;5344501-0;Brücke über den Falkenbach;SCHOENBRUNN;2,4;786614,0;5618320,0;*O:;B;101
19209;5344502-0;Brücke über den Dorfbach;SCHOENBRUNN;3,2;787119,0;5619015,0;*O:;B;101
19210;5344503-0;Brücke über den Bedelbach;SCHOENBRUNN;2,7;786710,0;5619899,0;*O:;B;101
19211;5344504-0;Brücke über den Heidelbach;bei HOPFGARTEN;2,5;786551,0;5620721,0;*O:;B;101
19212;5344505-A;Brücke über die Zschopau und die DB AG/Brücke über die DB AG;HOPFGARTEN;2,0;787214,0;5620893,0;*O:;B;101
19213;5344505-B;Brücke über die Zschopau und die DB AG/Brücke über die Zschopau;HOPFGARTEN;2,4;787256,0;5620893,0;*O:;B;101
19214;5344506-0;Brücke über den Hüttenbach;HOPFGARTEN;3,4;787524,0;5620651,0;*O:;B;101
19215;5344507-0;Brücke über den Hüttenbach;GEHRINGSWALDE;2,8;787898,0;5620220,0;*O:;B;101
19216;5344508-0;Brücke über den Hüttenbach;GEHRINGSWALDE;3,2;788562,0;5619772,0;*O:;B;101
19217;5344509-0;Brücke über den Hüttenbach;GEHRINGSWALDE;2,0;788712,0;5619780,0;*O:;B;101
19218;5344510-0;Brücke über den Dorfbach;GEHRINGSWALDE;2,4;788849,0;5619887,0;*O:;B;101
19219;5344511-0;Brücke über den Tiefen Graben;GEHRINGSWALDE;3,6;789080,0;5619992,0;*O:;B;101
19220;5344512-0;Brücke über den Tiefen Graben;GEHRINGSWALDE;1,5;789586,0;5620304,0;*O:;B;101
19221;5344514-0;Brücke über den Lautenbach;LENGEFELD;2,5;792799,0;5623484,0;*O:;B;101
19222;5344515-0;Brücke über den Dreibach;LENGEFELD;2,6;793134,0;5624336,0;*O:;B;101
19223;5344600-0;Brücke über den Werkgraben;WIESENBAD;3,9;786043,0;5615295,0;*O:;B;101
19224;5344602-0;Brücke über die Zschopau;Wiesenbad;2,0;786168,0;5615437,0;*O:;B;101
19225;5344603-0;Brücke über einen Bach;WIESENBAD;4,0;786366,0;5615496,0;*O:;B;101
19226;5344766-0;OU MAB, Bw 2 über einen Wirtschaftsweg/Bw 2, Brücke über einen Wirtschaftsweg;Marienberg;2,0;794010,0;5621326,0;*O:;B;174
19227;5344767-0;OU MAB, BW 3 Brücke über das Lautenbachtal/Brücke über das Lautenbachtal;Marienberg;2,4;794224,0;5620705,0;*O:;B;174
19228;5344768-0;Bauwerk 10 - Brücke über das Reiterbergtal/Brücke über das Reiterbergtal;Marienberg;2,4;794334,0;5617828,0;*O:;B;174
19229;5345500-0;Brücke über die Biela;HALLBACH;3,0;805738,0;5623988,0;*O:;B;171
19230;5345501-0;Brücke über den Geiselbach;bei HALLBACH;2,2;805661,0;5623683,0;*O:;B;171
19231;5345502-0;Brücke über den Knesenbach;ANSPRUNG;3,0;800923,0;5619236,0;*O:;B;171
19232;5345503-0;Brücke über die Schwarze Pockau - Kniebreche/Brücke über die Schwarze Pockau;ZOEBLITZ;3,5;797649,0;5620096,0;*O:;B;171
19233;5345505-0;Brücke über die Rote Pockau;Pobershau;1,9;797123,0;5619575,0;*O:;B;171
19234;5345507-0;Brücke über den Schlettenbach;bei MARIENBERG OT HUETTENGRUND;2,7;795920,0;5619717,0;*O:;B;171
19235;5345508-0;Brücke über den Schlettenbach;MARIENBERG OT HUETTENGRUND;2,5;795715,0;5619800,0;*O:;B;171
19236;5345509-0;Brücke über den Schlettenbach;Marienberg - Hüttengrund;2,4;795162,0;5619960,0;*O:;B;171
19237;5345550-0;Brücke über das Weißwasser;Marienberg;1,1;795118,0;5613962,0;*O:;B;174
19238;5345623-0;OU MAB, BW 4 Brücke über den Hüttengrund/Brücke über den Hüttengrund;Marienberg;2,4;794928,0;5619934,0;*O:;B;174
19239;5345624-0;Bauwerk 5 Brücke über den Wirtschaftsweg/Brücke über den Wirtschaftsweg;Marienberg;2,2;795840,0;5619405,0;*O:;B;174
19240;5345625-0;OU MAB, BW 6 Brücke über Gewerbegebietsstraße/;Marienberg;1,9;795884,0;5618513,0;*O:;B;174
19241;5345626-0;Bauwerk 7 Brücke über die K 8130/Brücke über die K 8130;Marienberg;1,9;795782,0;5618447,0;*O:;B;174
19242;5345627-0;Bauwerk 8 Brücke über die Gebirgsstraße und DB AG/Brücke über die Gebirgsstraße und die DB AG;Marienberg;1,8;795687,0;5618410,0;*O:;B;174
19243;5345635-0;Bauwerk über den Kläranlagenüberlauf am Federnwerk/DL über den Kläranlagenüberlauf am Federnwerk;Marienberg;2,0;795854,0;5619392,0;*O:;B;174
19244;5346500-0;Brücke über den Kunstgraben;Pfaffroda OT DITTMANNSDORF;2,4;810102,0;5625449,0;*O:;B;171
19245;5346501-0;Brücke über die Gemeindestraße;Pfaffroda, OT Schönfeld;2,4;807912,0;5624815,0;*O:;B;171
19246;5346502-0;Brücke über den Teichüberlauf;PFAFFRODA;3,4;807300,0;5624879,0;*O:;B;171
19247;5346504-1;Brücke über die Flöha - Marktbrücke/Gewölbe, oberstrom;OLBERNHAU;3,0;806453,0;5621176,0;*O:;B;171
19248;5346504-2;Brücke über die Flöha - Marktbrücke/Gewölbe (Mittelteil);OLBERNHAU;2,9;806453,0;5621176,0;*O:;B;171
19249;5346504-3;Brücke über die Flöha - Marktbrücke/Verbreiterung, Gehweg unterstrom;OLBERNHAU;3,5;806453,0;5621176,0;*O:;B;171
19250;5346533-0;Brücke über den Rungstockbach;OLBERNHAU;1,9;806411,0;5621069,0;*O:;B;171
19251;5346535-0;Kegelbrücke Olbernhau;Olbernhau;1,0;806727,0;5621000,0;*O:;B;171
19252;5403508-0;Flora Brücke Monschau/Flora Monschau;Monschau;2,8;304625,0;5605170,0;*O:;B;258
19253;5403517-0;RURBRÜCKE DREISTEGEN;Monschau;3,0;303780,0;5603306,0;*O:;B;258
19254;5403583-0;B258, TALBRÜCKE PERLENAU/TALBRÜCKE PERLENAU;Höfen;2,2;304486,0;5602400,0;*O:;B;258
19255;5404503-0;B266, Rurbrücke/RURBRÜCKE EINRUHR;Einruhr;2,4;314416,0;5606533,0;*O:;B;266
19256;5404505-0;B258, Unterführung des Schafbach;Bronsfeld;3,0;318983,0;5600400,0;*O:;B;258
19257;5404511-0;B258, Unterführung der Olef;Schleiden;1,9;321257,0;5600535,0;*O:;B;258
19258;5404513-0;B258, Unterführung des Dieffenbach;Schleiden;2,0;321164,0;5600546,0;*O:;B;258
19259;5404514-0;B 265, Unterführung des Diefenbach;Schleiden;2,1;321164,0;5600604,0;*O:;B;265
19260;5404529-0;B265, Unterführung der Olef/B 265, Unterführung der Olef;Olef;2,4;322219,0;5602897,0;*O:;B;265
19261;5404531-0;B265, Unterführung der Olef/B 265, Unterführung der Olef;Schleiden;1,7;321099,0;5600362,0;*O:;B;265
19262;5405501-0;B266, Unterführung des Mühlenbach;Gemünd-Mauel;2,1;324229,0;5604885,0;*O:;B;266
19263;5405503-0;B265, Unterführung der Urft;Gemünd;2,0;323125,0;5605129,0;*O:;B;265
19264;5405509-0;B477, Unterführung des Bleibach;Mechernich;2,0;332485,0;5607614,0;*O:;B;477
19265;5405510-0;B266, Unterführung eines Baches/Unterführung eines Baches;Denrath;1,0;329907,0;5605448,0;*O:;B;266
19266;5405572-0;B266, Unterführung der K28/B 266, Unterführung der K28;Wallenthal;1,9;328626,0;5604087,0;*O:;B;266
19267;5405583-0;B266, Unterführung der Urft/Unterführung der Urft;Gemünd;1,6;323254,0;5605084,0;*O:;B;266
19268;5405592-0;B266, Unterführung der Olef/B 266, Unterführung der Olef;Gemünd;2,3;322970,0;5605194,0;*O:;B;266
19269;5405600-0;B266, Unterführung der Urft/B 266 in Gemünd-Mauel;Gemünd-Mauel;1,7;324829,0;5604768,0;*O:;B;266
19270;5405710-1;Talbrücke Zingsheimer Wald;Zingsheim;2,8;334493,0;5598848,0;*O:;A;1
19271;5405710-2;Talbrücke Zingsheimer Wald;Zingsheim;2,8;334493,0;5598848,0;*O:;A;1
19272;5406584-0;Wilddurchlass;Lessenich;1,7;337328,0;5607395,0;*O:;A;1
19273;5406702-1;Krebsbachtalbrücke/Krebsbachtal;Breitenbenden;3,0;336387,0;5605498,0;*O:;A;1
19274;5406702-2;Krebsbachtalbrücke/Krebsbachtal;Breitenbenden;3,0;336387,0;5605498,0;*O:;A;1
19275;5406704-1;AS Mechernich (112);Breitenbenden;2,3;336242,0;5605166,0;*O:;A;1
19276;5406704-2;AS Mechernich (112);Breitenbenden;2,0;336242,0;5605166,0;*O:;A;1
19277;5406707-2;Unterführung K 58;Harzheim;2,5;335616,0;5602693,0;*O:;A;1
19278;5406707-3;Unterführung K 58;Harzheim;1,8;335616,0;5602693,0;*O:;A;1
19279;5406709-0;Weyer, Wirtschaftsweg;Pesch;2,4;335259,0;5600794,0;*O:;A;1
19280;5407828-B;B 267, ROSSBACH-DURCHLASS/ROSSBACH-DURCHLASS 1;Altenahr;1,8;357883,0;5599430,0;*O:;B;257
19281;5407839-0;B 267, ALTENAHRBRÜCKE/ALTENAHRBRÜCKE;Altenahr;2,2;357440,0;5597982,0;*O:;B;267
19282;5407874-A;B 257, AHRBRÜCKE UMG.ALTENAHR/AHRBRÜCKE UMG. ALTENAHR;Altenahr;2,4;356885,0;5597475,0;*O:;B;257
19283;5407874-B;B 257, AHRBRÜCKE UMG.ALTENAHR/AHRBRÜCKE  AUFF.-RAMPE;Altenahr;2,1;356842,0;5597372,0;*O:;B;257
19284;5407876-A;B 257, BOGENTRAGWERK/B257 BOGENTRAGWERK;Altenahr;1,8;356995,0;5597829,0;*O:;B;257
19285;5407879-A;B 257, AMPHIBIENDURCHLASS/AMPHIBIENDURCHLASS;Altenahr;1,6;357329,0;5598686,0;*O:;B;257
19286;5407880-A;B 257, BODENBACHTALBRÜCKE/BODENBACHTALBR.;Altenahr;2,2;357491,0;5599124,0;*O:;B;257
19287;5408020-0;Ufg.Grafschaft/Ringen;Ringen;2,0;366042,0;5604320,0;*O:;A;61
19288;5408509-0;AK Meckenheim (über Direktführung Bonn-Koblenz);Gelsdorf;3,0;360766,0;5606654,0;*O:;A;565
19289;5408510-1;AK Meckenheim (29)(12)/AK Meckenheim (29)(12) (Teilbauwerk Süd-Ost);Gelsdorf;2,5;360591,0;5606409,0;*O:;A;565
19290;5408510-2;AK Meckenheim (29)(12)/AK Meckenheim (29)(12) (Teilbauwerk Nord-West);Gelsdorf;2,5;360574,0;5606428,0;*O:;A;565
19291;5408516-0;Altendorfer Bach;Altendorf;2,0;359945,0;5606801,0;*O:;A;61
19292;5408520-0;Überflieger AK Meckenheim (Rheinland Pfalz);Gelsdorf;2,4;360797,0;5606280,0;*O:;A;61
19293;5408559-A;B 267, BACHBR.u.SW MAYSCHOSS/Bachbrücke Mayschoß;Mayschoß;1,6;359651,0;5598513,0;*O:;B;267
19294;5408586-0;B 257, BACHBR.GELSDORF/BACHBR.GELSDORF;Gelsdorf;1,7;359659,0;5602977,0;*O:;B;257
19295;5408593-1;Unterführung K 34 (A 61)/Teilbauwerk 1;Grafschaft-Vettelhoven;2,3;362824,0;5605027,0;*O:;A;61
19296;5408593-2;Unterführung K 34 (A 61)/Teilbauwerk 2;Grafschaft-Vettelhoven;1,9;362824,0;5605027,0;*O:;A;61
19297;5408594-0;Unterführung Hauptwirtschaftsweg (A 61)/Unterführung;Ringen;1,9;365275,0;5604295,0;*O:;A;61
19298;5408595-A;Unterführung Gemeindestraße (A 61)/Tbw. A - Unterführung;Beller;2,5;365824,0;5604302,0;*O:;A;61
19299;5408607-0;Unterführung Hauptwirtschaftsweg (A 61)/Unterführung;Rastplatz Mühlenberg;2,0;367983,0;5603901,0;*O:;A;61
19300;5408608-1;TALBR.BENGEN,(A602)/Talbrücke Bengen Überbau Ost;Bengen;2,5;368581,0;5603185,0;*O:;A;61
19301;5408608-2;TALBR.BENGEN,(A602)/Talbrücke Bengen Überbau West;Bengen;2,5;368581,0;5603185,0;*O:;A;61
19302;5408609-A1;"AHRTALBR./AHRTALBR.; FR Köln";Bad Neuenahr;3,0;369579,0;5601166,0;*O:;A;61
19303;5408609-A2;"AHRTALBR./AHRTALBR.; FR Koblenz";Bad Neuenahr;2,4;369579,0;5601166,0;*O:;A;61
19304;5408609-B1;"AHRTALBR./AHRTALBR.; FR Köln";Bad Neuenahr;2,3;369991,0;5600529,0;*O:;A;61
19305;5408609-B2;"AHRTALBR./AHRTALBR.; FR Koblenz";Bad Neuenahr;2,3;369991,0;5600529,0;*O:;A;61
19306;5408611-1;AK Bad Neuenahr-Ahrweiler (A 61 / A 573)/Teilbauwerk 1;Grafschaft-Karweiler;2,4;366618,0;5604343,0;*O:;A;61
19307;5408611-2;AK Bad Neuenahr-Ahrweiler (A 61 / A 573)/Teilbauwerk 2;Grafschaft-Karweiler;2,4;366636,0;5604298,0;*O:;A;61
19308;5408612-A1;Unterführung der L 79(A597)/Unterführung der L 79;Ringen;2,2;365514,0;5604299,0;*O:;A;61
19309;5408612-A2;Unterführung der L 79(A597)/Unterführung der L 79;Ringen;2,4;365514,0;5604299,0;*O:;A;61
19310;5408616-0;Swisbachdurchlass(592A)/Swisbachdurchlass;Vettelhoven;1,9;362945,0;5604953,0;*O:;A;61
19311;5408617-0;UFG.WW.(A591)/UFG.WW.;Gelsdorf;2,5;361305,0;5605992,0;*O:;A;61
19312;5408618-1;TALBR.KARWEILER(KO510)/TALBR.KARWEILER;Karweiler;3,3;366837,0;5603527,0;*O:;A;573
19313;5408618-2;TALBR.KARWEILER(KO510)/TALBR.KARWEILER;Karweiler;3,3;366837,0;5603527,0;*O:;A;573
19314;5408622-A1;VERKEHRSKN.BD.NEU.;Bad Neuenahr;2,3;366756,0;5601563,0;*O:;A;573
19315;5408622-A2;VERKEHRSKN.BD.NEU.;Bad Neuenahr;2,5;366756,0;5601563,0;*O:;A;573
19316;5408622-C;VERKEHRSKN.BD.NEU./VERKEHRSKN.BD.NEU. Rampe Nord;Bad Neuenahr;3,0;366799,0;5601679,0;*O:;A;573
19317;5408622-D;VERKEHRSKN.BD.NEU./VERKEHRSKN.BD.NEU. Rampe Süd;Bad Neuenahr;2,4;366833,0;5601596,0;*O:;A;573
19318;5408631-A;B 267, UFG.DOMBERGSTR./UFG.DOMBERGSTR.;Walporzheim;2,1;363923,0;5599762,0;*O:;B;267
19319;5408632-A;B 267, UFG.SILBERBERGSTR./UFG.SILBERBERGSTR.;Ahrweiler;1,8;364369,0;5600334,0;*O:;B;267
19320;5408638-B;L 084, ÜFG.L84/B267 U.DB/RAMPE WEST;Bad Neuenahr;2,5;366371,0;5601322,0;*O:;B;267
19321;5408638-C;L 084, ÜFG.L84/B267 U.DB/RAMPE OST;Bad Neuenahr;2,3;366387,0;5601330,0;*O:;B;267
19322;5408642-1;B 266, UFG.SCHWERTSTALWEG/UFG.SCHWERSTTALWEG;Bad Neuenahr;2,3;368841,0;5601250,0;*O:;B;266
19323;5408642-2;B 266, UFG.SCHWERTSTALWEG/UFG.SCHWERSTTALWEG;Bad Neuenahr;2,0;368841,0;5601250,0;*O:;B;266
19324;5408643-A1;B 266, APOLLINARISBRÜCKE/Brücke, Fahrtrichtung Bad Neuenahr;Bad Neuenahr;2,2;369104,0;5601102,0;*O:;B;266
19325;5408643-A2;B 266, APOLLINARISBRÜCKE/Brücke, Fahrtrichtung Sinzig;Bad Neuenahr;2,2;369091,0;5601059,0;*O:;B;266
19326;5408644-1;B 266, AHRBRÜCKE/AHRBRÜCKE;Bad Neuenahr;2,5;369712,0;5600882,0;*O:;B;266
19327;5408644-2;B 266, AHRBRÜCKE/AHRBR.;Bad Neuenahr;2,3;369712,0;5600882,0;*O:;B;266
19328;5408645-1;B 266, UFG.HEPPINGER-STRASSE/UFG.HEPPINGER-STR.;Heppingen;2,2;370029,0;5600972,0;*O:;B;266
19329;5408645-2;B 266, UFG.HEPPINGER-STRASSE/UFG.HEPPINGER-STR.;Heppingen;2,2;370029,0;5600972,0;*O:;B;266
19330;5408652-1;AS.GRAFSCHAFT,L83;Gelsdorf;2,0;360263,0;5605539,0;*O:;A;565
19331;5408652-2;AS.GRAFSCHAFT,L83;Gelsdorf;2,6;360280,0;5605545,0;*O:;A;565
19332;5408653-0;B 257, Wwufg. bei Gelsdorf/UFG.WW.;Gelsdorf;2,0;360404,0;5604986,0;*O:;B;257
19333;5408669-A;B 267, SCHUTZBAUWERK RÖMERBAD/SCHUTZBW.RÖMERBAD;Ahrweiler;2,2;365676,0;5601149,0;*O:;B;267
19334;5408684-0;B 257, Brücke Industriegebiet Gelsdorf/BR.INDUSTG.GELSDRF;Gelsdorf;2,0;360346,0;5604108,0;*O:;B;257
19335;5409500-1;B 009, VINXTBACHBRÜCKE/VINXTBACHBR.B9;Rheineck;2,2;380247,0;5595630,0;*O:;B;9
19336;5409500-2;B 009, VINXTBACHBRÜCKE/VINXTBACHBR.B9;Rheineck;2,3;380247,0;5595630,0;*O:;B;9
19337;5409501-0;B 009, FUSSG.UFG. BAD BREISIG/FUSSG.UFG.BREISIG;Bad Breisig;2,3;379337,0;5596713,0;*O:;B;9
19338;5409502-0;B 009, UFG.DB BAD BREISIG/UFG.DB BAD BREISIG;zwischen Sinzig und Bad Breisig;2,8;377948,0;5598719,0;*O:;B;9
19339;5409503-A1;B 009, FUSSG.UFG.SINZIG/FUSSG.UFG.SINZIG;Sinzig;1,9;377698,0;5598933,0;*O:;B;9
19340;5409503-A2;B 009, FUSSG.UFG.SINZIG/FUSSG.UFG.SINZIG;Sinzig;1,8;377698,0;5598933,0;*O:;B;9
19341;5409505-1;B 009, Ufg SANDKAULERWEG/Ufg. Sandkaulerweg;Sinzig;2,9;376739,0;5600477,0;*O:;B;9
19342;5409505-2;B 009, Ufg SANDKAULERWEG/Ufg. Sandkaulerweg;Sinzig;1,9;376727,0;5600477,0;*O:;B;9
19343;5409506-1;B 009, Ahrbrücke/Ahrbrücke, Fahrtrichtung Bonn;Sinzig;3,0;376281,0;5601475,0;*O:;B;9
19344;5409506-2;B 009, Ahrbrücke/Ahrbrücke, Fahrtrichtung Koblenz;Sinzig;3,0;376281,0;5601475,0;*O:;B;9
19345;5409507-1;B 009, HOCHSTRASSE SINZIG/HOCHSTRASSE SINZIG, Fahrtrichtung Bonn;Sinzig;3,0;376503,0;5600980,0;*O:;B;9
19346;5409507-2;B 009, HOCHSTRASSE SINZIG/HOCHSTRASSE SINZIG, Fahrtrichtung Koblenz;Sinzig;2,3;376503,0;5600980,0;*O:;B;9
19347;5409510-1;B 266, ÜFG.B266/L82/ÜFG. B 266 / L 82;Ahrweiler;2,3;375605,0;5601846,0;*O:;B;266
19348;5409510-2;B 266, ÜFG.B266/L82/ÜFG. B 266 / L 82;Ahrweiler;2,2;375608,0;5601834,0;*O:;B;266
19349;5409512-0;B 266, ÜFG.B266/DB/ÜFG.B266/DB;Kripp;2,5;376135,0;5601978,0;*O:;B;266
19350;5409522-0;B 009, ARSBRÜCKE/ARSBRÜCKE;Remagen;2,0;373270,0;5605772,0;*O:;B;9
19351;5409526-0;B 009, Fußgängerunterführung Remagen Nord/Fußgängerunterführung Remagen Nord;Remagen;1,0;374426,0;5604463,0;*O:;B;9
19352;5409528-0;B 266, Stahlrohrdurchlaß OD.Lohrsdorf/BR.LOHRSDORF;Lohrsdorf;1,5;371632,0;5601427,0;*O:;B;266
19353;5409534-0;B 042, FLUTBRÜCKE/Flutbrücke Unkel;Unkel;2,9;374235,0;5606361,0;*O:;B;42
19354;5409538-0;B 042, Leubsdorferbachbrücke/Leubsdorferbachbrücke;Leubsdorf;2,3;378628,0;5600699,0;*O:;B;42
19355;5409539-0;B 042, ARIENDORFERBACHBRÜCKE/ARIENDORFERBACHBR.;Ariendorf;1,8;379124,0;5598998,0;*O:;B;42
19356;5409551-A;B 042, ALTERBACHBRÜCKE LINZ/ALTERBACHBR.B42;Linz;1,8;377994,0;5603095,0;*O:;B;42
19357;5409556-0;B 042, Umgehung BAD HÖNNINGEN/Hochstraße Bad Hönningen;Bad Hönningen;2,5;379732,0;5597921,0;*O:;B;42
19358;5409557-0;B 042, STAIERBACHTALBRÜCKE/STAIERBACHTALBRÜCKE BAD HÖNNINGEN;Bad Hönningen;2,7;380528,0;5597754,0;*O:;B;42
19359;5409558-0;B 042, F-UFG.BAD HÖNNINGEN/F-UFG.BAD HÖNNINGN;Bad Hönningen;2,4;380765,0;5597642,0;*O:;B;42
19360;5409559-A;B 042, F-UFG.BAD HÖNNINGEN/F-UFG.;Bad Hönningen;2,1;380796,0;5597552,0;*O:;B;42
19361;5409564-0;B 042, BAHLSBACHBRÜCKE/BAHLSBACHBR.;Bad Hönningen;2,2;381287,0;5596566,0;*O:;B;42
19362;5409565-0;B 042, F-UFG.I.BAD HÖNNINGEN/F-UFG. I. BAD HÖNNINGEN;Bad Hönningen;1,9;380686,0;5597533,0;*O:;B;42
19363;5409594-0;UFG.HWW.(A604)/UFG.HWW.;Heimersheim;1,9;370282,0;5600081,0;*O:;A;61
19364;5409597-0;Unterführung WW/Gemeinde;Löhndorf;1,9;371672,0;5598619,0;*O:;A;61
19365;5409621-1;Unterführung Hauptwirtschaftsweg (A 61)/Teilbauwerk 1;Waldorf;1,9;373773,0;5596480,0;*O:;A;61
19366;5409621-2;Unterführung Hauptwirtschaftsweg (A 61)/Teilbauwerk 2;Waldorf;2,2;373773,0;5596480,0;*O:;A;61
19367;5409622-1;Unterführung Hauptwirtschaftsweg (A 61)/Teilbauwerk 1;Waldorf;2,2;374107,0;5595681,0;*O:;A;61
19368;5409622-2;Unterführung Hauptwirtschaftsweg (A 61)/Teilbauwerk 2;Waldorf;2,3;374107,0;5595681,0;*O:;A;61
19369;5409623-A;UF Hauptwirtschaftsweg m. Stützw.(A 61)/Teilbauwerk A;Sinzig-Löhndorf;1,9;372883,0;5597190,0;*O:;A;61
19370;5409624-A;B 009, FUSSG.UFG.BREISIG/FUSSG.UFG.BREISIG;Bad Breisig;1,7;379557,0;5596426,0;*O:;B;9
19371;5409626-1;Unterführung L 86 (A 61)/Teilbauwerk 1;Sinzig-Franken;2,0;373400,0;5596801,0;*O:;A;61
19372;5409626-2;Unterführung L 86 (A 61)/Teilbauwerk 2;Sinzig-Franken;2,2;373400,0;5596801,0;*O:;A;61
19373;5409631-0;UFG.HWW.(KO573)/UFG.HWW.;Ehlingen;2,0;372290,0;5600847,0;*O:;A;571
19374;5409632-1;ÜFG.ZUBR.LÖHNDORF(KO574)/ÜFG.ZUBR.LÖHNDORF;Heimersheim;3,4;372258,0;5600641,0;*O:;A;571
19375;5409632-2;ÜFG.ZUBR.LÖHNDORF(KO574)/ÜFG.ZUBR.LÖHNDORF;Heimersheim;3,3;372258,0;5600641,0;*O:;A;571
19376;5409633-0;UFG.HWW.(KO575)/UFG.HWW.;Löhndorf;2,0;372092,0;5599756,0;*O:;A;571
19377;5409635-0;UFG.WW.(KO577)/UFG.WW.;Löhndorf;2,0;372196,0;5599534,0;*O:;A;571
19378;5409636-0;UFG.HWW.(KO578)/UFG.HWW.;Löhndorf;2,4;371818,0;5599286,0;*O:;A;571
19379;5409642-0;B 009, Wwufg (Grüner Weg) bei Sinzig/Brücke Grüner Weg;Sinzig;2,5;376204,0;5601612,0;*O:;B;9
